epoch	acc1_train	acc1_valid	best_acc1
1	39.778	51.94	0.0
2	60.942	62.73	0.0
3	68.296	59.39	0.0
4	73.016	70.72	0.0
5	75.682	64.33	0.0
6	76.72	67.4	0.0
7	78.348	72.68	0.0
8	79.018	63.87	0.0
9	79.766	76.74	0.0
10	80.248	69.81	0.0
11	81.098	76.94	0.0
12	81.316	75.31	0.0
13	81.746	80.0	0.0
14	82.242	75.61	0.0
15	82.13	73.54	0.0
16	82.562	72.46	0.0
17	82.888	78.92	0.0
18	82.762	76.62	0.0
19	83.212	74.68	0.0
20	83.108	76.4	0.0
21	83.514	78.11	0.0
22	83.63	82.89	0.0
23	83.954	74.52	0.0
24	83.656	73.88	0.0
25	84.012	79.02	0.0
26	84.056	79.66	0.0
27	84.198	80.97	0.0
28	84.314	80.28	0.0
29	84.488	69.21	0.0
30	84.676	80.28	0.0
31	84.546	77.27	0.0
32	84.73	78.42	0.0
33	84.778	80.59	0.0
34	85.094	80.32	0.0
35	85.07	79.94	0.0
36	85.156	79.47	0.0
37	85.128	79.7	0.0
38	85.036	81.01	0.0
39	85.446	82.29	0.0
40	85.326	76.87	0.0
41	85.382	84.21	0.0
42	85.352	79.65	0.0
43	85.082	78.31	0.0
44	85.438	80.11	0.0
45	85.558	79.37	0.0
46	85.35	75.22	0.0
47	85.288	75.02	0.0
48	85.528	74.78	0.0
49	85.282	79.3	0.0
50	85.268	79.79	0.0
51	85.32	80.25	0.0
52	85.6	77.72	0.0
53	85.176	63.59	0.0
54	85.182	79.61	0.0
55	85.51	80.3	0.0
56	85.284	73.77	0.0
57	85.414	79.38	0.0
58	85.504	80.54	0.0
59	85.32	81.86	0.0
60	85.31	73.37	0.0
61	85.086	74.14	0.0
62	85.23	80.54	0.0
63	85.238	78.56	0.0
64	85.276	78.14	0.0
65	85.158	81.96	0.0
66	85.264	76.15	0.0
67	85.098	80.44	0.0
68	85.248	79.27	0.0
69	85.308	73.33	0.0
70	85.04	76.71	0.0
71	85.136	76.11	0.0
72	85.218	79.11	0.0
73	85.174	83.82	0.0
74	85.322	74.96	0.0
75	85.172	80.51	0.0
76	85.368	78.44	78.44
77	84.968	78.16	78.44
78	85.3	78.66	78.66
79	85.082	80.64	80.64
80	85.028	79.92	80.64
81	85.198	76.59	80.64
82	85.282	74.47	80.64
83	84.982	81.43	81.43
84	85.358	78.65	81.43
85	85.086	78.67	81.43
86	85.478	71.68	81.43
87	85.15	79.7	81.43
88	85.142	81.04	81.43
89	85.118	82.57	82.57
90	85.13	83.18	83.18
91	85.308	75.34	83.18
92	85.25	72.11	83.18
93	85.288	68.05	83.18
94	85.24	77.94	83.18
95	85.19	77.03	83.18
96	85.202	77.06	83.18
97	85.084	81.53	83.18
98	85.042	82.01	83.18
99	85.232	78.92	83.18
100	85.138	81.47	83.18
101	89.178	88.52	88.52
102	90.336	88.32	88.52
103	90.876	88.91	88.91
104	91.016	88.71	88.91
105	90.934	89.26	89.26
106	91.188	88.84	89.26
107	91.204	88.85	89.26
108	91.276	88.69	89.26
109	91.508	88.8	89.26
110	91.542	88.88	89.26
111	91.564	88.58	89.26
112	91.612	88.87	89.26
113	91.764	88.25	89.26
114	91.7	88.41	89.26
115	91.55	88.13	89.26
116	91.658	88.36	89.26
117	91.464	88.72	89.26
118	91.534	88.45	89.26
119	91.64	88.37	89.26
120	91.614	88.28	89.26
121	91.562	87.98	89.26
122	91.564	88.64	89.26
123	91.518	87.98	89.26
124	91.65	88.54	89.26
125	91.296	88.6	89.26
126	91.568	88.69	89.26
127	91.478	89.01	89.26
128	91.316	87.12	89.26
129	91.486	88.36	89.26
130	91.274	88.11	89.26
131	91.358	88.24	89.26
132	91.142	87.78	89.26
133	91.12	88.54	89.26
134	91.228	88.13	89.26
135	91.146	88.19	89.26
136	91.334	88.1	89.26
137	91.296	88.08	89.26
138	91.276	88.1	89.26
139	91.21	87.7	89.26
140	91.058	87.7	89.26
141	91.338	86.45	89.26
142	90.97	87.33	89.26
143	91.126	88.33	89.26
144	91.228	87.47	89.26
145	91.15	87.75	89.26
146	91.102	88.09	89.26
147	91.294	88.21	89.26
148	91.054	87.39	89.26
149	90.954	87.74	89.26
150	91.09	88.02	89.26
151	92.332	89.65	89.65
152	92.782	89.72	89.72
153	92.804	89.62	89.72
154	93.014	89.61	89.72
155	93.202	89.61	89.72
156	93.202	89.68	89.72
157	93.268	89.73	89.73
158	93.258	89.82	89.82
159	93.24	89.62	89.82
160	93.358	89.67	89.82
161	93.254	89.87	89.87
162	93.406	89.59	89.87
163	93.384	89.59	89.87
164	93.442	89.77	89.87
165	93.248	89.7	89.87
166	93.31	89.73	89.87
167	93.468	89.64	89.87
168	93.496	89.72	89.87
169	93.418	89.79	89.87
170	93.574	89.8	89.87
171	93.41	89.58	89.87
172	93.502	89.61	89.87
173	93.608	89.64	89.87
174	93.506	89.58	89.87
175	93.508	89.72	89.87
176	93.636	89.89	89.89
177	93.416	89.77	89.89
178	93.614	89.67	89.89
179	93.604	89.67	89.89
180	93.664	89.71	89.89
181	93.484	89.79	89.89
182	93.71	89.57	89.89
183	93.546	89.51	89.89
184	93.586	89.53	89.89
185	93.68	89.68	89.89
186	93.632	89.75	89.89
187	93.602	89.59	89.89
188	93.876	89.6	89.89
189	93.65	89.68	89.89
190	93.682	89.79	89.89
191	93.614	89.73	89.89
192	93.622	89.69	89.89
193	93.736	89.53	89.89
194	93.82	89.71	89.89
195	93.774	89.51	89.89
196	93.65	89.57	89.89
197	93.744	89.61	89.89
198	93.754	89.78	89.89
199	93.824	89.71	89.89
200	93.632	89.67	89.89
