epoch,timestamp,acc1,acc5,loss,sparsity,reactivation_rate,learning_rate
0,1757300708.3249846,40.06800079345703,88.62999725341797,1.6150335126876831,3.7001953703155525e-06,3.5521875555029304e-06,0.1
1,1757300719.7616773,61.21799850463867,96.08399963378906,1.0790650592422486,0.019736842105263157,0.006188576756852762,0.1
2,1757300731.280868,69.6719970703125,97.67799377441406,0.8651435343170166,0.03894455627257119,0.007651411994553312,0.1
3,1757300742.9912553,74.05599975585938,98.25,0.7484881388473511,0.057634243088035046,0.008481772837605825,0.1
4,1757300753.2592754,76.23600006103516,98.45199584960938,0.6888106147193909,0.07580960274702504,0.009074507133976674,0.1
5,1757300763.1243873,77.2719955444336,98.63399505615234,0.657900341053009,0.09348173583565213,0.009503951808655497,0.1
6,1757300773.3909776,78.37200164794922,98.72200012207031,0.6267634110832214,0.11065804274465693,0.009837191403706116,0.1
7,1757300784.80848,79.28399658203125,98.85799407958984,0.6006644458007813,0.12734222366940975,0.010065764805715074,0.1
8,1757300795.0183845,79.9939956665039,98.92399597167969,0.5809756456756592,0.14354167900065123,0.010220093787618652,0.1
9,1757300806.4788883,80.31599426269531,98.98999786376953,0.567096287021637,0.15926380912912202,0.010440767272511989,0.1
10,1757300817.2163205,81.08599853515625,99.03199768066406,0.5510078274917602,0.17451971464093305,0.010519192913385827,0.1
11,1757300826.752954,81.40999603271484,99.07599639892578,0.5404775120544434,0.18931309573145466,0.010600911728139246,0.1
12,1757300836.4197142,81.8499984741211,99.04199981689453,0.5332986060142517,0.20364765259605708,0.010725324630473822,0.1
13,1757300845.7569098,82.16799926757812,99.11000061035156,0.5223397484779357,0.21753818601622166,0.01065093836954591,0.1
14,1757300855.1549652,82.36399841308594,99.1520004272461,0.5146599332332611,0.23098500434156258,0.010765872604740198,0.1
15,1757300864.7674904,82.54399871826172,99.16399383544922,0.5097024764347077,0.24400198330471848,0.010792390671560792,0.1
16,1757300874.6784806,82.7239990234375,99.15799713134766,0.501453409948349,0.256590047954532,0.010796874074951158,0.1
17,1757300884.286806,82.80400085449219,99.23400115966797,0.499917367515564,0.26875629033212955,0.010818908738381386,0.1
18,1757300893.5301719,83.0,99.22599792480469,0.49257487953186035,0.28051181102362205,0.010783257355988396,0.1
19,1757300904.4048955,83.29199981689453,99.26399993896484,0.4844113577651978,0.2918640104197502,0.010756005417086023,0.1
20,1757300915.929702,83.15999603271484,99.25799560546875,0.483727762928009,0.3028165887158842,0.010836688177135755,0.1
21,1757300927.7909684,83.38199615478516,99.22599792480469,0.48041100439071655,0.3133769463027648,0.010632357221794645,0.1
22,1757300939.4165587,83.68399810791016,99.23799896240234,0.4717187322044373,0.32355248357113253,0.01079820614528447,0.1
23,1757300950.3687327,83.65799713134766,99.23199462890625,0.4717764012145996,0.33335430110709846,0.010707748702464824,0.1
24,1757300961.8017259,83.52799987792969,99.29000091552734,0.475719357919693,0.3427860991060328,0.01069741899038936,0.1
25,1757300972.822831,83.97799682617188,99.32799530029297,0.46606576802253724,0.35185157776330583,0.01063613758806465,0.1
26,1757300983.9802332,84.20800018310547,99.343994140625,0.45785972784042356,0.36056553786039897,0.010655637617666214,0.1
27,1757300993.841325,83.85399627685547,99.31599426269531,0.4655084605693817,0.36892797939731226,0.010552957196139953,0.1
28,1757301003.7753386,83.94200134277344,99.30199432373047,0.46179443135261533,0.3769500029601563,0.010666892378584257,0.1
29,1757301013.720595,84.40999603271484,99.33200073242188,0.4510969275665283,0.384639008939672,0.010534752234918003,0.1
30,1757301024.46941,84.33599853515625,99.33999633789062,0.45391977892875673,0.3919988517060367,0.01070836540169321,0.1
31,1757301035.6874511,84.81399536132812,99.36199951171875,0.4428620031738281,0.39904016932094016,0.010533222820831606,0.1
32,1757301047.4293294,84.6719970703125,99.33599853515625,0.4483480986022949,0.4057708246995441,0.010636285595879463,0.1
33,1757301058.7627707,84.53399658203125,99.35599517822266,0.44691581520080564,0.4121906636670416,0.01058687565370118,0.1
34,1757301070.2329125,84.83599853515625,99.36399841308594,0.4421136785888672,0.41831448700491386,0.010486353679474276,0.1
35,1757301080.929569,84.9739990234375,99.343994140625,0.4396024137973785,0.4241496951039015,0.010525205730862588,0.1
36,1757301092.9278512,84.87999725341797,99.30199432373047,0.4393130320358276,0.4296962879640045,0.0104256704754011,0.1
37,1757301104.9077291,85.05199432373047,99.36000061035156,0.4370525042152405,0.4349653661713339,0.01037750626566416,0.1
38,1757301117.142042,84.93000030517578,99.30199432373047,0.43795254056930544,0.43996803031200055,0.01052794387543662,0.1
39,1757301128.9893548,84.91799926757812,99.37999725341797,0.4347709250831604,0.4447042803860044,0.010452897746334339,0.1
40,1757301139.225161,85.20800018310547,99.4020004272461,0.43026424468040464,0.4491852169794565,0.010440717936573718,0.1
41,1757301150.0278454,85.00999450683594,99.36399841308594,0.435819216594696,0.45341824048309753,0.010485761648215026,0.1
42,1757301161.431799,85.1259994506836,99.38199615478516,0.4334112849712372,0.4574070510922977,0.01043840531446727,0.1
43,1757301173.7056017,85.19999694824219,99.41999816894531,0.42936515857696533,0.461162749393168,0.010452607897697,0.1
44,1757301183.5711927,85.23999786376953,99.42399597167969,0.42380808891296384,0.464692735776449,0.010518730388964538,0.1
45,1757301193.2011876,85.23400115966797,99.39999389648438,0.42875875593185425,0.4680007104375112,0.010654342549286605,0.1
46,1757301203.9427269,85.45399475097656,99.36799621582031,0.42401896314620974,0.47109407376709483,0.01069741899038936,0.1
47,1757301215.6213286,85.1780014038086,99.37999725341797,0.43145232402801514,0.4739839263513114,0.010497916790006513,0.1
48,1757301226.834877,85.50999450683594,99.40799713134766,0.4199770310783386,0.47667056420579007,0.010454976022734,0.1
49,1757301236.6940408,85.44400024414062,99.33200073242188,0.4232488741397858,0.47916805423993053,0.010552186322104473,0.1
50,1757301246.778511,85.42599487304688,99.39199829101562,0.42329668821334837,0.48148052217157067,0.01040983363921615,0.1
51,1757301258.4038897,85.44999694824219,99.45600128173828,0.4214609951019287,0.4836155349002427,0.010532451946796124,0.1
52,1757301270.182883,85.51599884033203,99.45399475097656,0.4240586131286621,0.48558033864188027,0.010548812977325201,0.1
53,1757301281.203867,85.38999938964844,99.41199493408203,0.4240267432975769,0.48737863359185357,0.010514259319558739,0.1
54,1757301291.4506674,85.75399780273438,99.45600128173828,0.4186547742652893,0.48902522053164404,0.010519211414362678,0.1
55,1757301301.5729904,85.57799530029297,99.44999694824219,0.4209747777748108,0.4905200994612516,0.010642841108677206,0.1
56,1757301311.9845073,85.82799530029297,99.43199920654297,0.4151761101531982,0.4918706707714167,0.010618635663963058,0.1
57,1757301327.0275326,85.86399841308594,99.4419937133789,0.4142429238891602,0.49308803504825055,0.010765496418210882,0.1
58,1757301337.5644398,85.70800018310547,99.39199829101562,0.4155880738258362,0.49417589248712335,0.010709136275728691,0.1
59,1757301348.5850759,85.81399536132812,99.38199615478516,0.4161818283748627,0.495145343674146,0.010698448878100765,0.1
60,1757301360.1761324,85.72000122070312,99.41199493408203,0.4143399208641052,0.4960000888046889,0.01084820195172972,0.1
61,1757301371.6104693,85.63600158691406,99.45800018310547,0.4170148949432373,0.49674752826949264,0.010688828370137946,0.1
62,1757301382.5177252,85.75399780273438,99.46199798583984,0.4104898875999451,0.49739521663410496,0.010770960373374383,0.1
63,1757301395.919369,85.96399688720703,99.48400115966797,0.40854079042434693,0.4979537919602155,0.010720699386260926,0.1
64,1757301407.054041,85.93199920654297,99.42799377441406,0.405990327835083,0.49842371677224556,0.010874282162098159,0.1
65,1757301418.1881404,85.91600036621094,99.43799591064453,0.4140896768760681,0.49881593748149905,0.010833246995441359,0.1
66,1757301428.1144972,85.68799591064453,99.45399475097656,0.41348243831634524,0.49913785447871656,0.010801314309395536,0.1
67,1757301438.7908754,85.93999481201172,99.43999481201172,0.40889687369346617,0.49939316795926825,0.01083848893888264,0.1
68,1757301448.7768106,85.83599853515625,99.41399383544922,0.41350400780677793,0.49959297850926526,0.01095835060091173,0.1
69,1757301459.8869758,85.74800109863281,99.447998046875,0.4137024566650391,0.4997446865194482,0.01086038176149034,0.1
70,1757301469.8208869,85.92599487304688,99.39599609375,0.40947724447250367,0.4998519921851874,0.010838020247469066,0.1
71,1757301479.8678916,85.95600128173828,99.43799591064453,0.408805500831604,0.4999259960925937,0.010836793016004579,0.1
72,1757301489.3449745,85.9959945678711,99.48799896240234,0.4078416177558899,0.4999666982416671,0.010851902147100032,0.1
73,1757301499.1965816,86.04399871826172,99.48999786376953,0.40241281450271604,0.4999890474217039,0.010907435912616186,0.1
74,1757301509.5562804,85.94200134277344,99.47000122070312,0.40864662194252016,0.5,0.010959053638032089,0.1
75,1757301519.2781909,86.09199523925781,99.45999908447266,0.4006154731369019,0.5,0.010984843999763188,0.1
76,1757301528.771632,86.12999725341797,99.50599670410156,0.4034190449333191,0.5,0.011064509206086084,0.1
77,1757301538.272191,85.97999572753906,99.43599700927734,0.4097850487804413,0.5,0.011057219821206561,0.1
78,1757301547.8906364,86.01200103759766,99.38800048828125,0.4085757671546936,0.5,0.010959978686874669,0.1
79,1757301557.316305,85.95800018310547,99.43599700927734,0.40838970140457154,0.5,0.010957974414382413,0.1
80,1757301567.7127213,85.96599578857422,99.47200012207031,0.4069790573596954,0.5,0.010990468296726065,0.1
81,1757301578.398709,85.91199493408203,99.45999908447266,0.4072662755775452,0.5,0.011111069997829218,0.1
82,1757301587.873616,85.9280014038086,99.40999603271484,0.4087603941917419,0.5,0.010991800367059379,0.1
83,1757301597.8824234,86.09600067138672,99.46199798583984,0.40667280212402346,0.5000001541748071,0.010997288990192014,0.1
84,1757301607.3187363,86.40799713134766,99.45800018310547,0.4005066381549835,0.5,0.010987212124800189,0.1
85,1757301616.7860224,86.0479965209961,99.50199890136719,0.404238218832016,0.5,0.011098427663647306,0.1
86,1757301627.4701908,86.21399688720703,99.45600128173828,0.40148511142730714,0.5,0.011065804274465692,0.1
87,1757301638.696123,86.22999572753906,99.47799682617188,0.39908172821998594,0.5,0.010970616748564324,0.1
88,1757301649.423531,86.20800018310547,99.46399688720703,0.40084584619522096,0.5,0.01114868865076076,0.1
89,1757301662.5333807,86.19999694824219,99.45800018310547,0.4049899347686768,0.5,0.011094073767094903,0.1
90,1757301673.8679183,86.2179946899414,99.47599792480469,0.40080766611099244,0.5,0.011011318897637795,0.1
91,1757301685.8435504,86.1520004272461,99.47200012207031,0.40130194021224974,0.5,0.011177106151204784,0.1
92,1757301696.631152,86.21599578857422,99.48799896240234,0.40157603006362913,0.5000001541748071,0.010984184131588816,0.1
93,1757301706.9324534,86.28599548339844,99.43199920654297,0.40268875799179077,0.5,0.011092593688946778,0.1
94,1757301717.818658,86.1719970703125,99.42399597167969,0.4009387716293335,0.5,0.011117391164920174,0.1
95,1757301727.7010734,86.45800018310547,99.50599670410156,0.3988983707714081,0.5,0.011027507252382926,0.1
96,1757301738.8543541,85.9959945678711,99.43199920654297,0.40595911467552187,0.5,0.011040938961577169,0.1
97,1757301749.7651885,86.0739974975586,99.46399688720703,0.40480191572189334,0.5,0.011162718558206539,0.1
98,1757301760.4713202,86.10399627685547,99.43199920654297,0.40456884145736693,0.5,0.01111997513468711,0.1
99,1757301772.4043612,86.21399688720703,99.47200012207031,0.4008117405796051,0.5,0.01101640666627198,0.010000000000000002
100,1757301783.9876182,90.97599792480469,99.73799896240234,0.2687062212753296,0.5,0.00313391747084246,0.010000000000000002
101,1757301795.601183,92.61599731445312,99.82999420166016,0.2199418562602997,0.5,0.002439507972687624,0.010000000000000002
102,1757301806.7446477,93.11399841308594,99.86799621582031,0.20223098971366882,0.5,0.0023811497247054644,0.010000000000000002
103,1757301817.6923468,93.51399993896484,99.85799407958984,0.19208750251770018,0.5,0.0024725013814062714,0.010000000000000002
104,1757301827.908542,93.74800109863281,99.88800048828125,0.18579537878036498,0.5,0.002621896769482762,0.010000000000000002
105,1757301837.6248627,93.94400024414062,99.88199615478516,0.17743737618923186,0.5,0.0026671008229234507,0.010000000000000002
106,1757301848.9064834,94.04199981689453,99.90799713134766,0.17475829163551332,0.5,0.0027911807076746987,0.010000000000000002
107,1757301861.456957,94.2439956665039,99.90599822998047,0.16965529822349548,0.5,0.0028910366467349473,0.010000000000000002
108,1757301873.9239023,94.39399719238281,99.92799377441406,0.1622248145675659,0.5,0.002931479782132496,0.010000000000000002
109,1757301886.5403972,94.56999969482422,99.91199493408203,0.15897276842117308,0.5,0.0029758451246225805,0.010000000000000002
110,1757301896.7915995,94.70800018310547,99.90599822998047,0.15509386812448503,0.5,0.003052507005703234,0.010000000000000002
111,1757301907.5390213,94.7719955444336,99.92399597167969,0.1540799850654602,0.5,0.003076095751188996,0.010000000000000002
112,1757301919.5117526,94.93799591064453,99.90599822998047,0.1493736124753952,0.5,0.003057397430584334,0.010000000000000002
113,1757301931.5667691,94.96599578857422,99.92799377441406,0.14809264571666717,0.5,0.003133911303850176,0.010000000000000002
114,1757301943.1859934,94.9020004272461,99.92399597167969,0.14746978450059892,0.5,0.003121336806583388,0.010000000000000002
115,1757301954.3592615,94.98199462890625,99.93999481201172,0.14330138260364533,0.5,0.0032654224143034752,0.010000000000000002
116,1757301964.167721,95.01799774169922,99.93199920654297,0.14549433220863342,0.5,0.0033899709904682968,0.010000000000000002
117,1757301974.2524707,95.18399810791016,99.92799377441406,0.14009412508010866,0.5,0.0034192888717857633,0.010000000000000002
118,1757301985.617493,95.31399536132812,99.9419937133789,0.1379194553089142,0.5,0.0035141495470960866,0.010000000000000002
119,1757301995.9247272,95.24199676513672,99.9419937133789,0.13769606892585753,0.5,0.0035998275708957433,0.010000000000000002
120,1757302006.871673,95.28199768066406,99.93399810791016,0.13741200569033624,0.5,0.0037116043060406918,0.010000000000000002
121,1757302018.6515048,95.21599578857422,99.95399475097656,0.13811133200645448,0.5000001480078149,0.003757918418092475,0.010000000000000002
122,1757302029.7357826,95.1780014038086,99.94400024414062,0.13912064752578734,0.5,0.003917581848321591,0.010000000000000002
123,1757302041.3577166,95.093994140625,99.94599914550781,0.14065901906967163,0.5,0.004039725297495708,0.010000000000000002
124,1757302051.3621333,95.25399780273438,99.94999694824219,0.1377212244606018,0.5,0.004026583436938804,0.010000000000000002
125,1757302061.4797354,95.40999603271484,99.9419937133789,0.1322451015329361,0.5,0.004159611627493931,0.010000000000000002
126,1757302071.2210956,95.16999816894531,99.94999694824219,0.14050511173248292,0.5,0.004221152043494564,0.010000000000000002
127,1757302080.845942,95.197998046875,99.947998046875,0.13692773574233055,0.5,0.004217451848124248,0.010000000000000002
128,1757302091.510834,95.16399383544922,99.94400024414062,0.13945476553440095,0.5,0.00427120951986265,0.010000000000000002
129,1757302101.889352,95.29000091552734,99.93599700927734,0.13878978316307067,0.5,0.004361142768338168,0.010000000000000002
130,1757302112.6271055,95.24800109863281,99.93599700927734,0.13789280700683593,0.5,0.004343733349120834,0.010000000000000002
131,1757302122.6344216,95.29999542236328,99.94599914550781,0.13867873566389083,0.5,0.004525647287510114,0.010000000000000002
132,1757302133.967593,95.24800109863281,99.95800018310547,0.13660738198757172,0.5,0.004479900538748446,0.010000000000000002
133,1757302146.2741911,95.00999450683594,99.95600128173828,0.14212224840164184,0.5,0.004603043040672547,0.010000000000000002
