epoch	acc1_train	acc1_valid	best_acc1
1	37.42	48.45	0.0
2	58.342	58.6	0.0
3	67.098	56.28	0.0
4	72.934	67.87	0.0
5	75.532	65.33	0.0
6	77.02	67.18	0.0
7	78.668	71.32	0.0
8	79.158	72.87	0.0
9	80.09	71.46	0.0
10	80.772	72.05	0.0
11	81.458	73.57	0.0
12	81.458	74.21	0.0
13	81.906	77.35	0.0
14	82.104	74.67	0.0
15	82.656	70.0	0.0
16	82.42	75.97	0.0
17	82.958	80.57	0.0
18	82.94	80.26	0.0
19	83.406	69.41	0.0
20	83.456	75.53	0.0
21	83.586	70.48	0.0
22	83.652	78.48	0.0
23	84.1	73.85	0.0
24	84.022	72.73	0.0
25	84.012	79.18	0.0
26	84.404	78.81	0.0
27	84.714	78.2	0.0
28	84.568	80.73	0.0
29	84.562	77.73	0.0
30	84.982	80.76	0.0
31	84.952	79.07	0.0
32	84.74	77.38	0.0
33	85.172	81.99	0.0
34	85.136	76.87	0.0
35	85.068	82.4	0.0
36	85.192	77.74	0.0
37	85.404	81.87	0.0
38	85.314	70.79	0.0
39	85.176	80.81	0.0
40	85.418	80.33	0.0
41	85.372	78.41	0.0
42	85.194	72.68	0.0
43	84.988	79.67	0.0
44	85.166	81.05	0.0
45	85.438	73.77	0.0
46	85.296	81.22	0.0
47	85.086	78.81	0.0
48	84.858	81.97	0.0
49	84.622	82.57	0.0
50	84.68	80.39	0.0
51	84.734	78.73	0.0
52	84.708	80.26	0.0
53	84.458	75.13	0.0
54	84.432	72.79	0.0
55	84.616	74.11	0.0
56	84.066	67.89	0.0
57	84.314	78.14	0.0
58	84.154	80.18	0.0
59	83.724	78.79	0.0
60	83.884	69.16	0.0
61	83.78	73.89	0.0
62	83.602	75.99	0.0
63	83.89	72.32	0.0
64	83.856	70.55	0.0
65	83.586	79.24	0.0
66	83.798	75.39	0.0
67	83.65	75.21	0.0
68	83.392	78.36	0.0
69	83.504	73.18	0.0
70	83.49	80.33	0.0
71	83.486	72.9	0.0
72	83.404	80.23	0.0
73	83.566	79.63	0.0
74	83.416	72.36	0.0
75	83.534	82.02	0.0
76	83.634	76.96	76.96
77	83.45	77.42	77.42
78	83.496	75.01	77.42
79	83.484	79.08	79.08
80	83.29	80.16	80.16
81	83.512	80.28	80.28
82	83.592	73.6	80.28
83	83.368	78.14	80.28
84	83.468	73.91	80.28
85	83.328	72.87	80.28
86	83.752	73.81	80.28
87	83.598	74.35	80.28
88	83.418	75.91	80.28
89	83.466	68.45	80.28
90	83.498	78.11	80.28
91	83.734	73.93	80.28
92	83.564	78.05	80.28
93	83.538	75.47	80.28
94	83.52	75.15	80.28
95	83.452	75.38	80.28
96	83.558	75.84	80.28
97	83.056	80.84	80.84
98	83.432	77.33	80.84
99	83.452	78.01	80.84
100	83.52	78.59	80.84
101	87.326	86.95	86.95
102	88.348	87.0	87.0
103	88.648	87.33	87.33
104	88.71	87.06	87.33
105	88.834	87.24	87.33
106	89.29	87.4	87.4
107	89.264	87.4	87.4
108	88.94	87.76	87.76
109	89.226	87.28	87.76
110	89.214	87.8	87.8
111	89.308	87.6	87.8
112	89.358	87.53	87.8
113	89.414	87.77	87.8
114	89.346	87.25	87.8
115	89.278	86.23	87.8
116	89.41	87.02	87.8
117	89.104	87.13	87.8
118	89.266	87.49	87.8
119	89.218	87.32	87.8
120	89.184	87.21	87.8
121	89.282	86.51	87.8
122	88.984	87.62	87.8
123	89.162	87.11	87.8
124	89.17	87.24	87.8
125	89.118	86.41	87.8
126	89.148	86.98	87.8
127	89.27	86.86	87.8
128	89.15	86.23	87.8
129	89.058	86.92	87.8
130	88.832	85.42	87.8
131	89.058	87.02	87.8
132	88.978	86.42	87.8
133	88.764	86.63	87.8
134	88.974	86.61	87.8
135	88.864	86.51	87.8
136	88.902	86.74	87.8
137	88.868	86.26	87.8
138	88.69	86.17	87.8
139	88.7	85.63	87.8
140	88.754	86.01	87.8
141	88.9	86.3	87.8
142	88.878	85.39	87.8
143	88.762	87.15	87.8
144	88.778	86.33	87.8
145	88.55	86.76	87.8
146	88.686	86.18	87.8
147	88.776	86.34	87.8
148	88.748	86.56	87.8
149	88.662	86.92	87.8
150	88.624	86.94	87.8
151	89.78	87.78	87.8
152	90.1	88.2	88.2
153	90.236	88.23	88.23
154	90.304	88.23	88.23
155	90.346	88.23	88.23
156	90.268	88.38	88.38
157	90.314	88.26	88.38
158	90.562	88.21	88.38
159	90.278	88.03	88.38
160	90.482	88.24	88.38
161	90.374	88.2	88.38
162	90.464	88.2	88.38
163	90.606	88.15	88.38
164	90.658	88.17	88.38
165	90.65	88.16	88.38
166	90.548	88.34	88.38
167	90.578	88.17	88.38
168	90.616	88.23	88.38
169	90.586	88.09	88.38
170	90.738	88.18	88.38
171	90.552	88.25	88.38
172	90.768	88.12	88.38
173	90.812	88.12	88.38
174	90.466	88.11	88.38
175	90.7	88.25	88.38
176	90.654	88.25	88.38
177	90.656	88.17	88.38
178	90.766	88.16	88.38
179	90.83	88.12	88.38
180	90.822	87.86	88.38
181	90.758	88.0	88.38
182	90.812	88.09	88.38
183	90.602	88.13	88.38
184	90.702	88.16	88.38
185	90.764	88.28	88.38
186	90.698	88.08	88.38
187	90.62	88.01	88.38
188	90.788	88.25	88.38
189	90.658	88.24	88.38
190	90.708	88.15	88.38
191	90.842	88.18	88.38
192	90.712	88.15	88.38
193	90.71	88.11	88.38
194	90.86	88.01	88.38
195	90.75	88.16	88.38
196	90.834	88.15	88.38
197	90.852	88.2	88.38
198	90.868	88.1	88.38
199	90.7	88.16	88.38
200	90.778	88.36	88.38
