epoch	acc1_train	acc1_valid	best_acc1
1	40.79	44.34	0.0
2	61.348	66.06	0.0
3	69.076	63.3	0.0
4	73.62	70.49	0.0
5	75.93	58.79	0.0
6	77.028	72.27	0.0
7	78.448	67.8	0.0
8	79.172	72.93	0.0
9	80.07	75.2	0.0
10	80.288	76.67	0.0
11	81.24	72.47	0.0
12	81.234	79.0	0.0
13	81.922	79.84	0.0
14	82.228	73.58	0.0
15	82.55	74.01	0.0
16	82.838	79.94	0.0
17	82.94	79.73	0.0
18	82.982	79.55	0.0
19	83.066	78.44	0.0
20	83.492	74.97	0.0
21	83.518	77.58	0.0
22	83.662	82.15	0.0
23	83.766	75.58	0.0
24	83.988	77.73	0.0
25	83.738	74.86	0.0
26	84.392	72.79	0.0
27	84.456	77.25	0.0
28	84.468	76.31	0.0
29	84.342	81.03	0.0
30	84.782	82.79	0.0
31	84.772	79.12	0.0
32	84.978	83.03	0.0
33	85.158	80.34	0.0
34	84.956	77.74	0.0
35	85.032	75.53	0.0
36	85.05	74.72	0.0
37	85.304	79.1	0.0
38	85.212	81.09	0.0
39	85.592	78.44	0.0
40	85.174	82.85	0.0
41	85.328	81.96	0.0
42	85.454	83.01	0.0
43	85.288	75.47	0.0
44	85.47	82.68	0.0
45	85.54	76.17	0.0
46	85.592	79.09	0.0
47	85.398	79.89	0.0
48	85.632	79.34	0.0
49	85.484	79.08	0.0
50	85.592	80.44	0.0
51	85.714	82.26	0.0
52	85.556	80.56	0.0
53	85.504	81.69	0.0
54	85.372	81.32	0.0
55	85.722	80.8	0.0
56	85.72	81.75	0.0
57	85.338	82.68	0.0
58	85.844	81.43	0.0
59	85.57	79.44	0.0
60	85.436	76.74	0.0
61	85.492	80.76	0.0
62	85.514	80.69	0.0
63	85.716	82.18	0.0
64	85.92	75.83	0.0
65	85.946	79.69	0.0
66	85.488	75.47	0.0
67	85.706	77.41	0.0
68	85.822	82.88	0.0
69	85.72	77.56	0.0
70	85.45	72.91	0.0
71	85.762	79.8	0.0
72	85.772	80.01	0.0
73	85.82	82.11	0.0
74	85.74	80.59	0.0
75	85.766	79.19	0.0
76	85.648	79.92	79.92
77	85.782	81.6	81.6
78	85.672	77.27	81.6
79	85.592	81.09	81.6
80	85.73	81.97	81.97
81	85.75	75.6	81.97
82	85.614	81.06	81.97
83	85.654	82.04	82.04
84	85.68	75.96	82.04
85	85.63	75.69	82.04
86	86.026	79.83	82.04
87	85.618	81.95	82.04
88	85.94	79.76	82.04
89	85.788	81.53	82.04
90	85.64	78.72	82.04
91	85.784	79.13	82.04
92	85.718	80.92	82.04
93	85.706	81.65	82.04
94	85.744	78.34	82.04
95	85.582	77.49	82.04
96	85.94	77.84	82.04
97	85.506	81.47	82.04
98	85.718	82.11	82.11
99	85.704	79.92	82.11
100	85.626	81.67	82.11
101	89.776	88.75	88.75
102	91.01	89.08	89.08
103	91.662	89.49	89.49
104	91.886	89.63	89.63
105	92.034	89.84	89.84
106	92.332	89.43	89.84
107	92.43	89.7	89.84
108	92.542	89.83	89.84
109	92.512	89.84	89.84
110	92.562	89.85	89.85
111	92.772	89.16	89.85
112	92.794	89.64	89.85
113	92.922	89.98	89.98
114	92.9	89.54	89.98
115	92.804	89.64	89.98
116	93.142	90.15	90.15
117	92.81	89.62	90.15
118	92.812	89.61	90.15
119	92.934	89.17	90.15
120	93.088	89.37	90.15
121	93.002	89.25	90.15
122	92.898	89.19	90.15
123	92.838	89.57	90.15
124	92.786	89.21	90.15
125	92.876	88.66	90.15
126	92.862	89.62	90.15
127	92.928	89.45	90.15
128	92.9	87.82	90.15
129	92.828	88.96	90.15
130	92.802	88.81	90.15
131	92.798	89.08	90.15
132	92.862	89.38	90.15
133	92.766	89.03	90.15
134	92.748	88.83	90.15
135	92.738	89.22	90.15
136	92.914	88.77	90.15
137	92.858	88.28	90.15
138	92.74	88.47	90.15
139	92.716	87.83	90.15
140	92.63	88.85	90.15
141	92.596	87.84	90.15
142	92.612	88.17	90.15
143	92.658	89.06	90.15
144	92.71	88.77	90.15
145	92.712	88.5	90.15
146	92.676	89.02	90.15
147	92.768	88.78	90.15
148	92.68	88.65	90.15
149	92.474	89.05	90.15
150	92.74	88.13	90.15
151	94.102	90.22	90.22
152	94.84	90.26	90.26
153	94.926	90.49	90.49
154	94.982	90.49	90.49
155	95.084	90.32	90.49
156	94.99	90.51	90.51
157	95.206	90.56	90.56
158	95.198	90.57	90.57
159	95.204	90.63	90.63
160	95.25	90.58	90.63
161	95.32	90.7	90.7
162	95.382	90.58	90.7
163	95.29	90.54	90.7
