epoch	acc1_train	acc1_valid	best_acc1
171	98.012	91.59	91.89
172	98.132	91.6	91.89
173	98.216	91.57	91.89
174	98.052	91.66	91.89
175	98.1	91.6	91.89
176	98.192	91.78	91.89
177	98.168	91.73	91.89
178	98.274	91.88	91.89
179	98.26	91.62	91.89
180	98.29	91.81	91.89
181	98.33	91.73	91.89
182	98.28	91.71	91.89
183	98.324	91.65	91.89
184	98.284	91.78	91.89
185	98.3	91.82	91.89
186	98.29	91.57	91.89
187	98.238	91.63	91.89
188	98.378	91.86	91.89
189	98.294	91.91	91.91
190	98.434	91.76	91.91
191	98.402	91.75	91.91
192	98.368	91.8	91.91
193	98.408	91.6	91.91
194	98.476	91.66	91.91
195	98.506	91.67	91.91
196	98.504	91.57	91.91
197	98.45	91.73	91.91
198	98.476	91.61	91.91
199	98.504	91.61	91.91
200	98.586	91.72	91.91
