epoch	acc1_train	acc1_valid	best_acc1
1	41.448	51.73	0.0
2	61.088	59.73	0.0
3	69.012	59.07	0.0
4	73.538	72.63	0.0
5	75.612	71.48	0.0
6	76.892	62.23	0.0
7	78.042	74.71	0.0
8	79.056	71.86	0.0
9	79.78	68.94	0.0
10	79.914	74.72	0.0
11	80.922	71.64	0.0
12	81.168	70.05	0.0
13	81.48	75.92	0.0
14	81.938	78.32	0.0
15	82.012	76.76	0.0
16	82.502	74.52	0.0
17	82.496	77.83	0.0
18	82.6	76.88	0.0
19	82.886	72.09	0.0
20	83.104	77.74	0.0
21	83.052	79.18	0.0
22	83.034	78.91	0.0
23	83.606	77.24	0.0
24	83.478	74.18	0.0
25	83.616	80.41	0.0
26	83.716	79.46	0.0
27	84.044	78.1	0.0
28	84.122	80.8	0.0
29	83.856	76.01	0.0
30	83.844	81.99	0.0
31	84.076	80.85	0.0
32	84.498	79.83	0.0
33	84.35	79.1	0.0
34	84.586	78.6	0.0
35	84.346	77.54	0.0
36	84.634	76.94	0.0
37	84.374	74.09	0.0
38	84.382	77.88	0.0
39	84.674	80.46	0.0
40	84.592	79.5	0.0
41	84.6	80.7	0.0
42	84.88	80.72	0.0
43	84.768	78.27	0.0
44	84.786	81.65	0.0
45	85.044	78.11	0.0
46	84.706	79.33	0.0
47	84.862	79.44	0.0
48	84.764	80.61	0.0
49	85.056	76.81	0.0
50	84.958	74.31	0.0
51	85.004	81.08	0.0
52	85.232	76.51	0.0
53	84.94	80.23	0.0
54	84.864	80.27	0.0
55	85.018	77.79	0.0
56	85.026	77.84	0.0
57	84.96	78.69	0.0
58	85.312	83.1	0.0
59	85.194	73.4	0.0
60	85.148	77.81	0.0
61	85.054	79.74	0.0
62	85.078	78.35	0.0
63	85.352	82.3	0.0
64	85.164	74.74	0.0
65	85.384	79.14	0.0
66	85.222	74.03	0.0
67	84.906	82.5	0.0
68	85.356	72.95	0.0
69	85.14	78.05	0.0
70	85.246	80.67	0.0
71	85.294	77.86	0.0
72	85.174	80.72	0.0
73	84.998	79.76	0.0
74	85.416	82.39	0.0
75	85.166	77.53	0.0
76	85.286	81.53	81.53
77	85.392	77.36	81.53
78	85.274	79.34	81.53
79	85.072	78.58	81.53
80	85.212	82.71	82.71
81	85.084	80.81	82.71
82	85.262	75.65	82.71
83	85.406	72.42	82.71
84	85.144	77.29	82.71
85	85.338	77.86	82.71
86	85.234	77.65	82.71
87	85.322	81.68	82.71
88	85.352	81.0	82.71
89	85.366	74.58	82.71
90	85.084	78.11	82.71
91	85.308	79.83	82.71
92	85.512	80.79	82.71
93	85.436	79.56	82.71
94	85.384	80.99	82.71
95	85.072	74.87	82.71
96	85.112	79.47	82.71
97	85.238	84.35	84.35
98	85.356	78.2	84.35
99	85.094	81.84	84.35
100	85.244	83.03	84.35
101	90.072	89.43	89.43
102	91.618	89.63	89.63
103	92.16	90.3	90.3
104	92.61	90.0	90.3
105	92.84	90.34	90.34
106	93.106	90.27	90.34
107	93.26	90.41	90.41
108	93.336	90.61	90.61
109	93.558	90.65	90.65
110	93.724	90.58	90.65
111	93.872	90.45	90.65
112	93.802	90.3	90.65
113	93.986	90.03	90.65
114	94.07	90.42	90.65
115	94.154	90.24	90.65
116	94.25	90.4	90.65
117	94.21	90.68	90.68
118	94.112	89.87	90.68
119	94.242	90.11	90.68
120	94.296	90.29	90.68
121	94.328	89.87	90.68
122	94.35	89.76	90.68
123	94.268	89.32	90.68
124	94.19	89.45	90.68
125	94.322	89.99	90.68
126	94.484	89.33	90.68
127	94.418	89.72	90.68
128	94.324	89.23	90.68
129	94.348	89.24	90.68
130	94.252	89.37	90.68
131	94.176	88.71	90.68
132	94.306	88.73	90.68
133	94.356	88.91	90.68
134	94.084	89.31	90.68
135	94.374	89.23	90.68
136	94.35	88.96	90.68
137	94.162	88.91	90.68
138	94.052	89.46	90.68
139	94.036	89.29	90.68
140	94.326	88.76	90.68
141	94.238	89.37	90.68
142	94.396	87.57	90.68
143	94.298	89.34	90.68
144	94.152	89.87	90.68
145	94.222	89.71	90.68
146	94.166	89.39	90.68
147	94.344	89.79	90.68
148	94.208	88.9	90.68
149	94.17	88.41	90.68
150	94.368	88.57	90.68
151	96.066	91.43	91.43
152	96.832	91.49	91.49
153	97.038	91.68	91.68
154	97.206	91.56	91.68
155	97.378	91.56	91.68
156	97.492	91.68	91.68
157	97.496	91.82	91.82
158	97.54	91.73	91.82
159	97.588	91.57	91.82
160	97.602	91.84	91.84
161	97.688	91.75	91.84
162	97.724	91.85	91.85
163	97.702	91.79	91.85
164	97.748	91.75	91.85
165	97.81	91.71	91.85
166	97.864	91.76	91.85
167	97.946	91.75	91.85
168	97.852	91.69	91.85
169	97.97	91.89	91.89
170	98.006	91.79	91.89
