epoch	acc1_train	acc1_valid	best_acc1
101	90.028	89.69	89.69
102	91.622	90.09	90.09
103	92.152	90.18	90.18
104	92.558	90.48	90.48
105	92.7	90.68	90.68
106	92.992	90.26	90.68
107	93.284	90.34	90.68
108	93.282	90.47	90.68
109	93.608	90.45	90.68
110	93.638	90.66	90.68
111	93.886	90.42	90.68
112	93.932	90.52	90.68
113	94.078	90.43	90.68
114	94.064	90.1	90.68
115	94.054	90.37	90.68
116	94.24	90.22	90.68
117	94.388	90.12	90.68
118	94.152	90.75	90.75
119	94.248	89.84	90.75
120	94.27	89.25	90.75
121	94.258	89.93	90.75
122	94.296	89.58	90.75
123	94.19	90.36	90.75
124	94.33	89.86	90.75
125	94.286	89.37	90.75
126	94.292	90.16	90.75
127	94.326	89.59	90.75
128	94.352	88.38	90.75
129	94.216	88.95	90.75
130	94.178	88.95	90.75
131	94.276	89.22	90.75
132	94.3	89.66	90.75
133	94.126	89.17	90.75
134	94.218	89.27	90.75
135	94.46	89.65	90.75
136	94.246	89.9	90.75
137	94.318	89.38	90.75
138	94.082	89.45	90.75
139	94.234	89.18	90.75
140	94.216	88.45	90.75
141	94.154	88.69	90.75
142	94.246	87.27	90.75
143	94.072	88.82	90.75
144	94.298	88.96	90.75
145	94.0	89.29	90.75
146	94.162	89.43	90.75
147	94.406	89.24	90.75
148	94.244	89.01	90.75
149	94.25	88.43	90.75
150	94.13	88.92	90.75
151	96.034	91.72	91.72
152	96.748	91.82	91.82
153	96.994	91.65	91.82
154	97.06	91.8	91.82
155	97.224	91.87	91.87
156	97.246	91.81	91.87
157	97.438	91.75	91.87
158	97.43	91.77	91.87
159	97.446	91.62	91.87
160	97.496	91.78	91.87
161	97.67	91.8	91.87
162	97.656	91.81	91.87
163	97.732	91.69	91.87
164	97.734	91.83	91.87
165	97.926	91.83	91.87
166	97.842	91.97	91.97
167	97.908	91.67	91.97
168	97.948	91.48	91.97
169	97.928	91.85	91.97
170	97.918	91.66	91.97
171	97.942	91.66	91.97
172	97.958	91.66	91.97
173	98.054	91.55	91.97
174	97.994	91.58	91.97
175	98.064	91.53	91.97
176	98.116	91.87	91.97
177	98.124	91.58	91.97
178	98.024	91.54	91.97
179	98.1	91.54	91.97
180	98.272	91.83	91.97
181	98.18	91.53	91.97
182	98.272	91.61	91.97
183	98.324	91.53	91.97
184	98.29	91.72	91.97
185	98.3	91.56	91.97
186	98.288	91.64	91.97
187	98.286	91.65	91.97
188	98.398	91.86	91.97
189	98.322	91.68	91.97
190	98.322	91.75	91.97
191	98.386	91.68	91.97
192	98.398	91.72	91.97
193	98.284	91.65	91.97
194	98.39	91.73	91.97
195	98.39	91.53	91.97
196	98.348	91.54	91.97
197	98.506	91.76	91.97
198	98.566	91.76	91.97
199	98.552	91.64	91.97
200	98.474	91.45	91.97
