epoch,timestamp,acc1,acc5,loss,learning_rate
0,1756313120.131134,41.849998474121094,89.00999450683594,1.563008391304016,0.1
1,1756313128.4241674,61.97999954223633,96.3239974975586,1.0598263053894044,0.1
2,1756313136.5215108,69.0,97.60799407958984,0.8780008509635925,0.1
3,1756313144.8738663,73.1780014038086,98.1199951171875,0.7720184624099732,0.1
4,1756313152.9584289,75.54199981689453,98.31399536132812,0.705056826057434,0.1
5,1756313160.9890075,76.92599487304688,98.4939956665039,0.6664663596916198,0.1
6,1756313169.1422427,78.20199584960938,98.64199829101562,0.6325975813674927,0.1
7,1756313177.1794279,79.05799865722656,98.73400115966797,0.6092372202301025,0.1
8,1756313185.149224,79.63600158691406,98.88800048828125,0.5933417458724976,0.1
9,1756313193.0400634,80.00799560546875,98.93399810791016,0.577719508895874,0.1
10,1756313201.0151231,80.87799835205078,98.9939956665039,0.5597680449485779,0.1
11,1756313209.1037657,81.2760009765625,99.02799987792969,0.5500521344184875,0.1
12,1756313217.1729248,81.4739990234375,99.06399536132812,0.5415539277267456,0.1
13,1756313225.2191694,81.34600067138672,99.04999542236328,0.5393238949394226,0.1
14,1756313233.1709251,81.75799560546875,99.05599975585938,0.531145763721466,0.1
15,1756313240.991647,82.13600158691406,99.06999969482422,0.5212685866165161,0.1
16,1756313249.0477545,82.1240005493164,99.15399932861328,0.5161990703010559,0.1
17,1756313257.0244417,82.66400146484375,99.11199951171875,0.5100381065940857,0.1
18,1756313265.1744938,82.7959976196289,99.11399841308594,0.5052126046752929,0.1
19,1756313273.279976,82.94599914550781,99.19599914550781,0.495330855922699,0.1
20,1756313281.2937837,82.9679946899414,99.15999603271484,0.4970860350418091,0.1
21,1756313289.2853992,83.2439956665039,99.21199798583984,0.4885961645412445,0.1
22,1756313297.3834596,83.29999542236328,99.18799591064453,0.4876856043624878,0.1
23,1756313305.4291127,83.21399688720703,99.197998046875,0.4879741577339172,0.1
24,1756313313.4418128,83.48999786376953,99.25399780273438,0.48395801958084106,0.1
25,1756313321.6127717,83.55999755859375,99.20399475097656,0.4783206380081177,0.1
26,1756313329.7078824,83.4219970703125,99.22999572753906,0.4829033819580078,0.1
27,1756313337.8301027,83.80400085449219,99.31199645996094,0.4743817492866516,0.1
28,1756313346.026232,83.97200012207031,99.2719955444336,0.46687487770080566,0.1
29,1756313354.1784487,83.87200164794922,99.26200103759766,0.4727257635688782,0.1
30,1756313362.3430505,84.21599578857422,99.26399993896484,0.4613500526046753,0.1
31,1756313370.5068667,83.9739990234375,99.27999877929688,0.46583662420272826,0.1
32,1756313378.5871022,84.1780014038086,99.27799987792969,0.4618467818069458,0.1
33,1756313386.8193142,84.04399871826172,99.22000122070312,0.46483538228988647,0.1
34,1756313394.9708602,83.96199798583984,99.27799987792969,0.46356358045578006,0.1
35,1756313403.0932493,84.15999603271484,99.30400085449219,0.4610500622367859,0.1
36,1756313411.1754794,84.50999450683594,99.3499984741211,0.4547172636318207,0.1
37,1756313419.0824888,84.4959945678711,99.30199432373047,0.45473221575737,0.1
38,1756313426.997717,84.70199584960938,99.27799987792969,0.44923410667419433,0.1
39,1756313434.9407997,84.65599822998047,99.3740005493164,0.452826336479187,0.1
40,1756313442.859142,84.5459976196289,99.26599884033203,0.4502135101318359,0.1
41,1756313450.9691184,84.58200073242188,99.30799865722656,0.4488763596343994,0.1
42,1756313459.094931,84.53599548339844,99.343994140625,0.4479055803775787,0.1
43,1756313467.180142,84.83999633789062,99.31999969482422,0.43844040192604067,0.1
44,1756313476.729138,84.50399780273438,99.30999755859375,0.44855297037124636,0.1
45,1756313484.653993,84.48999786376953,99.33200073242188,0.4500438502883911,0.1
46,1756313492.5457249,84.7699966430664,99.31399536132812,0.44653505222320555,0.1
47,1756313500.5455866,84.85399627685547,99.36799621582031,0.4407564377403259,0.1
48,1756313508.5846512,84.9739990234375,99.38800048828125,0.43821028182983396,0.1
49,1756313516.5777016,84.843994140625,99.30599975585938,0.4405484854698181,0.1
50,1756313524.6591027,84.72799682617188,99.35399627685547,0.4416521967506409,0.1
51,1756313532.6803973,84.92399597167969,99.31999969482422,0.4392388891029358,0.1
52,1756313540.6100743,84.947998046875,99.32599639892578,0.4422358384513855,0.1
53,1756313548.3872352,85.16199493408203,99.4219970703125,0.43499233750343325,0.1
54,1756313556.3323991,85.30999755859375,99.35799407958984,0.4331048959350586,0.1
55,1756313564.2918196,84.91799926757812,99.33799743652344,0.43685102334976195,0.1
56,1756313572.116058,85.14799499511719,99.39199829101562,0.4345562568092346,0.1
57,1756313580.140605,85.11199951171875,99.40999603271484,0.4336977120780945,0.1
58,1756313588.1047862,85.02399444580078,99.34199523925781,0.43726109501838684,0.1
59,1756313596.0835814,85.08999633789062,99.41399383544922,0.43522288397789,0.1
60,1756313604.085064,85.08399963378906,99.35799407958984,0.43425665793418883,0.1
61,1756313612.147355,85.21599578857422,99.35599517822266,0.4307596292877197,0.1
62,1756313620.1973221,85.36000061035156,99.3479995727539,0.43107486483573915,0.1
63,1756313628.2662272,85.19400024414062,99.39799499511719,0.4299602645778656,0.1
64,1756313636.3827415,85.25199890136719,99.3479995727539,0.43328487696647644,0.1
65,1756313644.5021014,85.23999786376953,99.38999938964844,0.4286897639369965,0.1
66,1756313652.5626445,85.30199432373047,99.40399932861328,0.43038591877937316,0.1
67,1756313660.6098814,85.33200073242188,99.35799407958984,0.4332341188812256,0.1
68,1756313668.7321496,85.3239974975586,99.39599609375,0.42911128498077394,0.1
69,1756313676.7961211,85.16199493408203,99.40399932861328,0.4319191848182678,0.1
70,1756313684.9990785,85.20600128173828,99.36799621582031,0.43240935441017153,0.1
71,1756313693.1314383,85.33399963378906,99.37999725341797,0.43058462841033934,0.1
72,1756313701.267913,85.22599792480469,99.39599609375,0.4298993927955627,0.1
73,1756313709.229085,85.60199737548828,99.40399932861328,0.42109176425457,0.1
74,1756313717.4909685,85.21399688720703,99.39199829101562,0.42767226077079773,0.1
75,1756313725.6061072,85.4739990234375,99.39999389648438,0.42526797651290893,0.1
76,1756313733.8633463,85.27399444580078,99.38999938964844,0.4270681228923798,0.1
77,1756313742.0845625,85.43000030517578,99.37199401855469,0.4246540967464447,0.1
78,1756313750.4629583,85.42599487304688,99.43399810791016,0.42737640477180483,0.1
79,1756313758.5342047,85.5979995727539,99.42599487304688,0.42050659141540525,0.1
80,1756313766.7028396,85.5459976196289,99.4020004272461,0.42111479932785034,0.1
81,1756313774.7753596,85.41799926757812,99.38800048828125,0.4270725763320923,0.1
82,1756313782.9452069,85.26399993896484,99.38800048828125,0.4259837398338318,0.1
83,1756313791.033538,85.45999908447266,99.39399719238281,0.42330808218955995,0.1
