epoch	acc1_train	acc1_valid	best_acc1
1	40.582	47.1	0.0
2	61.754	58.18	0.0
3	69.72	61.57	0.0
4	74.452	67.6	0.0
5	76.208	71.18	0.0
6	77.236	69.96	0.0
7	78.29	73.7	0.0
8	79.59	77.08	0.0
9	79.864	75.17	0.0
10	80.264	71.27	0.0
11	81.208	70.34	0.0
12	81.386	73.93	0.0
13	81.786	73.73	0.0
14	81.91	78.66	0.0
15	82.22	78.42	0.0
16	82.328	75.1	0.0
17	82.604	80.19	0.0
18	82.652	74.49	0.0
19	83.016	67.42	0.0
20	83.42	77.79	0.0
21	83.284	72.0	0.0
22	83.53	82.12	0.0
23	83.79	79.66	0.0
24	83.828	77.87	0.0
25	83.762	80.44	0.0
26	84.222	79.45	0.0
27	84.36	79.08	0.0
28	84.454	76.65	0.0
29	84.148	78.42	0.0
30	84.558	79.77	0.0
31	84.524	75.57	0.0
32	84.848	81.64	0.0
33	84.556	79.09	0.0
34	84.822	73.02	0.0
35	84.91	80.44	0.0
36	84.916	81.03	0.0
37	84.952	73.38	0.0
38	85.078	79.84	0.0
39	85.062	80.19	0.0
40	85.18	77.71	0.0
41	85.114	80.21	0.0
42	85.23	79.78	0.0
43	85.194	79.35	0.0
44	85.182	81.7	0.0
45	85.32	81.59	0.0
46	85.3	81.02	0.0
47	85.184	72.21	0.0
48	85.118	73.14	0.0
49	85.216	81.95	0.0
50	85.108	80.2	0.0
51	84.972	77.01	0.0
52	85.046	78.05	0.0
53	85.016	75.13	0.0
54	84.888	73.35	0.0
55	85.052	81.28	0.0
56	85.204	77.26	0.0
57	85.068	82.9	0.0
58	85.144	77.64	0.0
59	84.9	80.82	0.0
60	84.89	78.06	0.0
61	85.004	77.06	0.0
62	84.788	81.55	0.0
63	85.174	81.28	0.0
64	85.008	73.31	0.0
65	84.782	77.25	0.0
66	84.974	75.6	0.0
67	84.698	83.37	0.0
68	85.166	79.0	0.0
69	84.994	76.59	0.0
70	84.936	80.23	0.0
71	85.0	80.96	0.0
72	85.028	81.38	0.0
73	84.928	82.0	0.0
74	85.014	73.76	0.0
75	85.062	80.82	0.0
76	85.2	76.16	76.16
77	85.224	79.21	79.21
78	84.982	74.18	79.21
79	84.528	71.81	79.21
80	84.468	82.13	82.13
81	84.966	75.09	82.13
82	84.982	78.66	82.13
83	85.114	76.14	82.13
84	85.156	75.35	82.13
85	84.998	72.96	82.13
86	85.2	80.77	82.13
87	85.146	80.08	82.13
88	85.016	79.98	82.13
89	85.082	71.95	82.13
90	84.788	76.13	82.13
91	85.148	75.97	82.13
92	84.806	78.37	82.13
93	85.086	67.38	82.13
94	85.112	79.2	82.13
95	84.992	79.26	82.13
96	85.132	82.06	82.13
97	84.866	80.57	82.13
98	84.876	78.77	82.13
99	84.84	81.66	82.13
100	84.852	80.31	82.13
101	88.826	88.31	88.31
102	89.998	88.18	88.31
103	90.448	88.55	88.55
104	90.734	88.52	88.55
105	90.774	88.97	88.97
106	90.906	88.62	88.97
107	91.032	88.68	88.97
108	91.068	88.4	88.97
109	91.302	88.66	88.97
110	91.08	88.63	88.97
111	91.4	88.45	88.97
112	91.316	88.59	88.97
113	91.31	88.54	88.97
114	91.398	88.38	88.97
115	91.34	88.42	88.97
116	91.372	88.93	88.97
117	91.372	88.71	88.97
118	91.28	88.4	88.97
119	91.278	88.83	88.97
120	91.52	87.13	88.97
121	91.352	88.45	88.97
122	91.314	88.66	88.97
123	91.168	87.9	88.97
124	91.23	87.77	88.97
125	91.014	88.53	88.97
126	91.37	88.2	88.97
127	91.288	87.81	88.97
128	91.308	87.98	88.97
129	91.1	88.18	88.97
130	90.902	87.89	88.97
131	91.162	88.65	88.97
132	91.136	87.42	88.97
133	91.108	88.05	88.97
134	91.012	88.45	88.97
135	91.19	87.8	88.97
136	91.054	87.97	88.97
137	90.874	86.89	88.97
